Index,symbol,Date,High,Low,Close,Volume,Dividends,Stock Splits,gross_margin,operating_margin,net_income_margin,return_on_assets,return_on_equity,current_ratio,debt_to_equity_ratio,asset_turnover_ratio
0,AAPL,2009-09-30,5.697192601,4.949530151,5.590125084,9989319200,0.0,0.0,0.4182026705988367,0.3017940525927746,0.2074219710002457,0.0533041409654533,0.0800252844500632,2.7424821832087605,0.5012958280657396,0.2569840634934001
1,AAPL,2009-12-31,6.452693721,5.449879704,6.35558033,32804920400,0.0,0.0,0.4087865841994516,0.3012816425428808,0.2153924631766881,0.0626413974706078,0.094441959293223,2.5450103077040542,0.5076604786401252,0.29082446315321
2,AAPL,2010-03-31,7.162357624,5.737908768,7.087558746,38099247200,0.0,0.0,0.4166975331506037,0.2947625750055559,0.2277205718942143,0.0538759486127907,0.0781234116092304,2.644206394635702,0.4500609942055504,0.2365879734300787
3,AAPL,2010-06-30,8.414895616,6.009347744,7.586105347,47101037200,0.0,0.0,0.390828025477707,0.2696815286624204,0.2071974522292993,0.050258787176516,0.0754563800422166,2.308032282859339,0.501356962260212,0.242564696794129
4,AAPL,2010-09-30,8.889008966,7.10444937,8.557855606,37108744400,0.0,0.0,0.3692670697537236,0.2677579511379835,0.2117681757852824,0.0573001875423965,0.0901424954489339,2.0112923462986196,0.5731623108953569,0.2705797853238099
5,AAPL,2010-12-31,9.85201283,8.377494156,9.728355408,28715898400,0.0,0.0,0.3851015294865562,0.2926966082046296,0.2245241389626416,0.0692167577413479,0.1098306076903376,1.846060096658962,0.586763253210405,0.3082820317723824
6,AAPL,2011-03-31,11.00532073,9.797121706,10.51100636,31443944000,0.0,0.0,0.4135502671199611,0.3186822081916788,0.2423101829367006,0.0630848014836044,0.0973860142817639,1.931886381386936,0.5437318021373847,0.2603472983225154
7,AAPL,2011-06-30,10.71066137,9.364627827,10.12375164,25429740000,0.0,0.0,0.4172762591438871,0.3282699240488607,0.2557838367575513,0.0684538863598044,0.1053891524739339,1.7460813879891284,0.5395641953766062,0.2676239719739973
8,AAPL,2011-09-30,12.75338508,10.07941252,11.50054836,38773994000,0.0,0.0,0.4025468694729395,0.3081004598514326,0.2342766183233109,0.0569128047365752,0.0864452130783789,1.6084376117268502,0.5189062194087319,0.2429299395897603
9,AAPL,2011-12-31,12.8692018,10.68382148,12.21473312,28411661600,0.0,0.0,0.4468305527377895,0.374247296743142,0.2819588630134029,0.0942018012561201,0.1450685144468874,1.5826566879533042,0.5399760143913652,0.3340976774035376
10,AAPL,2012-03-31,18.74282942,12.33537199,18.08232689,33812746800,0.0,0.0,0.4737406216505895,0.3925891900168427,0.2965855152350329,0.0770005432838194,0.1133875782942106,1.5829691596953428,0.4725555620597475,0.2596234115573694
11,AAPL,2012-06-30,19.42293217,15.74886116,17.61334419,34561161600,0.0,0.0,0.4281186648773663,0.3304399965736802,0.2519487194129572,0.0541695314802082,0.0789647951604531,1.5711736237144585,0.4577345050382116,0.2150022099990177
12,AAPL,2012-09-30,21.35609001,17.19109975,20.206007,26384862000,0.094643,0.0,0.4004059389423344,0.3042873825279431,0.2286325974531502,0.0467046074154852,0.0695626427544201,1.4958486845519174,0.4894171389899331,0.2042779898218829
13,AAPL,2012-12-31,20.4982925,15.25125895,16.19269371,37205434000,0.094643,0.0,0.3863369533313766,0.3157103023187555,0.2399104784267684,0.066694545306189,0.1026965903915317,1.543292305723245,0.5398049408697564,0.2779976337154747
14,AAPL,2013-03-31,16.88735358,12.82349435,13.54761028,31644334400,0.094643,0.0,0.3749512648212278,0.2880077058917964,0.2189528243469486,0.0490235849298819,0.0704627647796885,1.7837388757463106,0.4373237877334121,0.2239002172093477
15,AAPL,2013-06-30,14.26390871,11.78598711,12.21612644,27429556000,0.108929,0.0,0.3692656648709951,0.2608732633966544,0.1956336830167281,0.0345248578976863,0.0559365727905053,1.8783281478014264,0.6201825640027887,0.1764770634857097
16,AAPL,2013-09-30,15.93158583,12.36061427,14.78449249,23227394400,0.108929,0.0,0.3701697267292912,0.2676665243381725,0.2004696840307429,0.0362898550724637,0.0608017871451812,1.6786385084062485,0.6754486074351067,0.181024154589372
17,AAPL,2013-12-31,17.93979121,14.83194142,17.49936104,20120284800,0.108929,0.0,0.3798643714136672,0.3036515388628065,0.2272996000695531,0.0580503055279238,0.1007988649332222,1.4942996894121148,0.7364054162425588,0.2553911467955094
18,AAPL,2014-03-31,17.47378628,15.39483679,16.84223938,19648020000,0.108929,0.0,0.3939114593621738,0.2983472706920392,0.2243805008669695,0.0496288636771866,0.0850647783722613,1.632591186817256,0.7140182561013155,0.2211817135866478
19,AAPL,2014-06-30,20.99446746,16.0449017,20.52620506,16998468400,0.1175,7.0,0.3947015964855888,0.2754205507339547,0.2075431265402335,0.0348193420816106,0.0640648255333223,1.4705984200844064,0.8399206217959319,0.1677691892863562
20,AAPL,2014-09-30,23.02787686,20.44669612,22.36415863,13994332000,0.1175,0.0,0.3800536523989269,0.2650570946988581,0.2010065759798684,0.0365210339934178,0.0759052238070051,1.0801128483167317,1.0783974468161404,0.1816907422823597
21,AAPL,2014-12-31,26.69698462,21.12774981,24.60804176,13017132000,0.1175,0.0,0.3993795992909706,0.3255895149594456,0.242036848042112,0.0688217370386492,0.1461468604047742,1.1330235970167502,1.123556694343539,0.2843440475917738
22,AAPL,2015-03-31,29.90224515,23.32614856,27.849823,14321762800,0.1175,0.0,0.4089408266634398,0.3159714419070997,0.2345670475564852,0.0519498916514161,0.1051811543649132,1.1560046995521804,1.0246655194332046,0.2214713967395882
23,AAPL,2015-06-30,30.1126415,27.55214544,28.19090271,11315577200,0.13,0.0,0.3983685531535908,0.2850578900493887,0.2161161039591936,0.0390882698580638,0.084955878959555,1.0868193306272498,1.173436667011466,0.1808669929819037
24,AAPL,2015-09-30,29.88555254,20.77097405,24.90259171,15486588000,0.13,0.0,0.3989825440282712,0.2839362342478786,0.2159958059066814,0.0383130413818044,0.0932009551338444,1.1087706239920605,1.432616982950023,0.1773786357609051
25,AAPL,2015-12-31,27.95501707,23.76665936,23.86642456,11140271600,0.13,0.0,0.4024419281443462,0.3197391396370178,0.2428832213344621,0.0626048471788437,0.1431467173941855,1.0016690322241495,1.2865117294393726,0.2577569864022586
26,AAPL,2016-03-31,25.17225101,20.94831509,24.84625816,11315040800,0.13,0.0,0.3965482920614698,0.2784258300820129,0.2093319531809857,0.0344474035056686,0.080608936277854,1.2831172636050685,1.3400584100508213,0.1645587450086315
27,AAPL,2016-06-30,25.62134398,20.52049492,21.92645073,10210211600,0.1425,0.0,0.3839424062552146,0.2408877446423037,0.1858447162030084,0.0255103042519355,0.0616084905287614,1.3115994740228856,1.4150433456350116,0.1372667718143206
28,AAPL,2016-09-30,26.79094508,21.64434054,26.06917572,9135694800,0.1425,0.0,0.3722052739353922,0.2457478373521668,0.1883488653934556,0.0280211137568933,0.0702851484222099,1.352669417512594,1.5082924623193943,0.1487724053891061
29,AAPL,2016-12-31,27.36974931,24.12393448,26.84505463,8068964000,0.1425,0.0,0.3851386708529565,0.2981327615473957,0.2283442457658485,0.0540283444212586,0.1351386056348666,1.228242006418638,1.5012538711383034,0.236609178567438
30,AAPL,2017-03-31,33.63779465,26.59936929,33.44225311,6798876000,0.1425,0.0,0.3892732909860859,0.2665040834845735,0.2085034785238959,0.0329684454700895,0.0822556346116555,1.3906083826456874,1.494980683462359,0.1581194026281491
31,AAPL,2017-06-30,36.61668689,32.6042255,33.66443253,6845856000,0.1575,0.0,0.3851303735024665,0.2371388301620859,0.1919705778717406,0.0252540030651296,0.065825939210874,1.388342230203439,1.6065546535774966,0.1315514249376399
32,AAPL,2017-09-30,38.70585448,33.28810597,36.16675186,7053820000,0.1575,0.0,0.3790676886209323,0.2495292797504707,0.2037695657962304,0.028546383210016,0.0799271897170395,1.2760628484139107,1.7999060031183092,0.1400914955011603
33,AAPL,2017-12-31,41.73233857,35.77722544,39.85533905,6544554000,0.1575,0.0,0.384084808535218,0.2975773843906085,0.2272547087538083,0.0493247196369661,0.1431179965620297,1.2420112619615158,1.9015470866411317,0.2170459741294119
34,AAPL,2018-03-31,43.39226094,35.52726254,39.67494583,9205205600,0.1575,0.0,0.3831067929404452,0.2599735021345503,0.2260824050902072,0.0376106796697705,0.1089392960166459,1.456034482758621,1.8964989990384464,0.1663582783222948
35,AAPL,2018-06-30,46.09956854,37.98419218,43.9417572,7259020400,0.1825,0.0,0.3833849619825401,0.2367783722894959,0.2162583309865765,0.0329871104276382,0.1002096581962435,1.3073248407643312,2.0378428694464503,0.1525356747051091
36,AAPL,2018-09-30,54.71070996,43.54058147,53.7745285,7091929200,0.1825,0.0,0.3828934817170111,0.256248012718601,0.2245627980922098,0.038621915373573,0.1318282359748756,1.1329261875803294,2.41330135234771,0.1719871488139996
37,AAPL,2018-12-31,55.61593903,35.04169543,37.70706558,10599989600,0.1825,0.0,0.3839726684248382,0.2798609446175977,0.239331095660513,0.0534224912300418,0.1693499134801343,1.3005550271049011,2.1700115359820855,0.2232158386381211
38,AAPL,2019-03-31,47.45960206,33.94447943,45.60144424,7806437600,0.1825,0.0,0.3827909832470836,0.2353302341899833,0.2028067713358477,0.0338042912531652,0.1092102777252975,1.3153819903595956,2.2306631399962216,0.1666822612997736
39,AAPL,2019-06-30,51.68965254,41.03428022,47.69779968,7043172000,0.1925,0.0,0.3820523959730276,0.2180458228661012,0.1897134654250798,0.0311694115237448,0.1041303806917143,1.504648622135022,2.340787509330679,0.1642973072781382
40,AAPL,2019-09-30,54.77348626,46.41088098,54.18080521,6790001600,0.1925,0.0,0.3796533416614616,0.2439881324172392,0.2137101811367895,0.0404294036323246,0.1512465741313765,1.540125617208044,2.7410043320661304,0.1891786503444446
41,AAPL,2019-12-31,71.32808494,52.04231101,71.25042725,6615331600,0.1925,0.0,0.3868554605971395,0.2808730803875475,0.2442603862293209,0.0652813415615146,0.2483609029274776,1.5977819324399722,2.804469960125543,0.2672612721582535
42,AAPL,2020-03-31,79.58420729,51.70954016,61.84666443,12233722000,0.1925,0.0,0.38866495239419,0.2233129473903676,0.1954444367224963,0.035109238451935,0.1434364042078419,1.4959622869273836,3.0854319413452345,0.1796379525593008
43,AAPL,2020-06-30,90.81287264,57.61718559,88.96433258,9314610800,0.205,0.0,0.3844849799959314,0.2219264935241066,0.1907676137519495,0.0354599425229404,0.1556819125093384,1.4694496317589545,3.3903599789712513,0.1858803065443178
44,AAPL,2020-09-30,134.8402463,86.95969001,113.1747284,10975589400,0.205,4.0,0.3816037590033695,0.2283687285542057,0.1958793162076107,0.0391277231635627,0.1939576669370513,1.3636044481554577,3.957039440456695,0.1997542360322086
45,AAPL,2020-12-31,135.8658351,104.8779047,129.8943024,7339933400,0.205,0.0,0.4000685914387054,0.3026506980983926,0.2595193184177038,0.0812164246131946,0.4342081420633003,1.16300270929083,4.346309495047112,0.3129494370915171
46,AAPL,2021-03-31,142.0330609,113.9315375,119.7550812,6724535800,0.205,0.0,0.4282677643565692,0.3093213667139033,0.2657624221157523,0.0700858351277442,0.3415825840585157,1.1417493067631714,3.873774899534534,0.2637161212250636
47,AAPL,2021-06-30,134.9447006,120.0567002,134.5027771,5208382400,0.22,0.0,0.4364917233096856,0.2987037105820302,0.2692121977491364,0.0659228716953674,0.3382700684505289,1.0618909738849602,4.131300560049782,0.2448732718894009
48,AAPL,2021-09-30,154.6699642,133.324302,139.1695251,5178413000,0.22,0.0,0.4253821594427244,0.2876596362229102,0.2485366679566563,0.0585495239343365,0.3257410049136154,1.0745531195957954,4.563512442542399,0.2355770052592292
49,AAPL,2021-12-31,179.3917998,135.9927525,174.9003754,5700874900,0.22,0.0,0.4401019058668895,0.336613901712765,0.280971351145224,0.0908468458069576,0.4814269031863427,1.0378115386179136,4.299324361897347,0.3233313483266918
50,AAPL,2022-03-31,180.1896001,148.0317165,172.2039795,5916762400,0.22,0.0,0.4406286560303146,0.3103833849275782,0.2589375381780157,0.0713222419309762,0.3710737548034837,0.9268438058788468,4.2027774892802565,0.2754418785040866
51,AAPL,2022-06-30,176.0305152,127.4488717,135.0341949,5837935700,0.23,0.0,0.4363448443579766,0.2805933852140078,0.2364056420233463,0.0578099307482107,0.3345896363605073,0.8646292916926536,4.7877536269296295,0.2445370180399573
52,AAPL,2022-09-30,174.2196491,133.9872803,136.6855469,5042087800,0.23,0.0,0.4265049989363965,0.2787088973230779,0.2319887146071944,0.0587404856061572,0.4089240606251973,0.8793560286267226,5.961536943479634,0.2532040651443636
53,AAPL,2022-12-31,155.7740482,124.6971712,128.7193604,5268718600,0.23,0.0,0.4333324723850849,0.310079121144028,0.2582672555552686,0.0865126446659956,0.5288134398082042,0.9380199000626428,5.1125566308812385,0.334973337909196
54,AAPL,2023-03-31,163.7121406,123.0130094,163.612915,4271118000,0.23,0.0,0.4426167278248766,0.2985996878822388,0.2547555780505293,0.0727360308285163,0.3886868946877312,0.94035394545076,4.343801280607484,0.2855130057803468
55,AAPL,2023-06-30,193.2289428,158.5329084,192.722229,3541966300,0.24,0.0,0.4506615180880951,0.2846322355474696,0.2460550254334831,0.0593395376046896,0.3298437137074028,0.9815625425125836,4.558582473371603,0.241163688894991
56,AAPL,2023-09-30,196.9548258,166.7666366,170.3383636,3656092400,0.24,0.0,0.4568229072500452,0.3047482372084614,0.2594015548725366,0.0651080738436056,0.3693882148489042,0.9880116717592976,4.673462491552152,0.2509933831183012
57,AAPL,2023-12-31,198.8653549,164.8265693,191.8021698,3335080500,0.24,0.0,0.4587497386577462,0.337637466025507,0.2836378841731131,0.0959396233246773,0.4577058029689608,1.072544467915177,3.770769230769231,0.3382468586816929
58,AAPL,2024-03-31,195.6376226,168.0672434,171.0497284,3781629100,0.24,0.0,0.4657807455400923,0.3074278536246735,0.2604431809416768,0.0700510653179653,0.3185702347898752,1.0371016459110658,3.5476857966951507,0.2689687058216833
59,AMZN,2009-09-30,4.724999905,3.875499964,4.668000221,2562436000,0.0,0.0,0.2338783758956457,0.0461142752158736,0.0365607201910711,0.0221801159161836,0.0555090655509065,1.4037910513555212,1.502649930264993,0.6066651805617477
60,AMZN,2009-12-31,7.295499802,4.413499832,6.725999832,12727852000,0.0,0.0,0.2076898833911125,0.0500052526525895,0.0403403718878033,0.0277998986462028,0.0730454631919345,1.3303910917979358,1.627544226745292,0.6891334250343879
61,AMZN,2010-03-31,6.909500122,5.690999985,6.788499832,11980988000,0.0,0.0,0.1692869174620999,0.0553060078607523,0.041970802919708,0.0248297624979239,0.0532217871128515,1.5336029270171383,1.1434674261302955,0.5915960803853181
62,AMZN,2010-06-30,7.554500103,5.300499916,5.462999821,8946270000,0.0,0.0,0.1749275583346042,0.0411773676986426,0.031569315235626,0.0166975881261595,0.0353423254225712,1.5462857142857145,1.116612600307325,0.5289182866822618
63,AMZN,2010-09-30,8.088999748,5.289999962,7.853000164,8461340000,0.0,0.0,0.1664680174811283,0.0354919878161832,0.0305919745729042,0.0163112554723909,0.0361106768797874,1.499450980392157,1.2138502423010786,0.5331874029091936
